X,y
0.0,2.449420427643503
0.10101010101010101,3.4703171042401184
0.20202020202020202,3.818460337973758
0.30303030303030304,1.1060151185082208
0.40404040404040403,3.9905514118444723
0.5050505050505051,3.607864879621166
0.6060606060606061,5.030430189298994
0.7070707070707071,6.237940799468823
0.8080808080808081,4.45531297915638
0.9090909090909091,5.148227412794646
1.0101010101010102,4.491957321374952
1.1111111111111112,3.36828750996464
1.2121212121212122,5.680917004324829
1.3131313131313131,6.113278985444516
1.4141414141414141,6.402467564800888
1.5151515151515151,6.064788232580201
1.6161616161616161,7.614219561071601
1.7171717171717171,8.463305740210464
1.8181818181818181,6.3012344186793126
1.9191919191919191,9.211471541637788
2.0202020202020203,8.687171492518608
2.121212121212121,9.438042572521642
2.2222222222222223,7.958181830294969
2.323232323232323,9.446787082927376
2.4242424242424243,7.687319033108325
2.525252525252525,8.697037970378256
2.6262626262626263,9.716377428016749
2.727272727272727,7.886520492743121
2.8282828282828283,9.380057630170722
2.929292929292929,9.889476908690316
3.0303030303030303,10.38859717965904
3.131313131313131,10.745253902815763
3.2323232323232323,9.893447253793303
3.3333333333333335,11.22192768953191
3.4343434343434343,11.869155776809215
3.5353535353535355,12.500035282902443
3.6363636363636362,11.207221897224812
3.7373737373737375,13.47762613328172
3.8383838383838382,11.507561150788606
3.9393939393939394,13.06240965701873
4.040404040404041,13.309197908996936
4.141414141414141,15.296777511241865
4.242424242424242,13.675205950532696
4.343434343434343,14.642013987533042
4.444444444444445,14.294333295662762
4.545454545454545,15.595269206999758
4.646464646464646,15.261489814484804
4.747474747474747,14.936997785463168
4.848484848484849,14.551079751420366
4.94949494949495,13.481245422281138
5.05050505050505,15.611943833233807
5.151515151515151,15.87500800295511
5.252525252525253,16.13964698301409
5.353535353535354,16.797043911847112
5.454545454545454,14.322711930326854
5.555555555555555,16.352804125064903
5.656565656565657,16.144158076114596
5.757575757575758,16.136656431241484
5.858585858585858,16.976272390412685
5.959595959595959,18.977503290610017
6.0606060606060606,19.17820377578263
6.161616161616162,17.670504555481923
6.262626262626262,17.448917628225438
6.363636363636363,18.45944710366707
6.4646464646464645,19.9529390214777
6.565656565656566,18.695449497538434
6.666666666666667,19.81345652629116
6.767676767676767,19.523609687271946
6.8686868686868685,20.985414678676293
6.96969696969697,21.059911382491343
7.070707070707071,20.30531364180897
7.171717171717171,20.380682894394813
7.2727272727272725,20.3422521075931
7.373737373737374,19.54041693479197
7.474747474747475,21.356914311575633
7.575757575757575,21.768170216959255
7.6767676767676765,21.631420533833918
7.777777777777778,22.364716994748445
7.878787878787879,23.629751366545722
7.979797979797979,23.005410354653325
8.080808080808081,25.21411938085556
8.181818181818182,22.52759891338545
8.282828282828282,24.769223892127446
8.383838383838384,22.651380237740685
8.484848484848484,24.513654077057197
8.585858585858587,24.388924757768375
8.686868686868687,25.897546404515218
8.787878787878787,26.01313087514833
8.88888888888889,25.66970165763337
8.98989898989899,24.2736061166232
9.09090909090909,25.848237747024935
9.191919191919192,26.6524871211537
9.292929292929292,25.706044313626073
9.393939393939394,26.54058124549875
9.494949494949495,26.97181141252803
9.595959595959595,27.02768741808943
9.696969696969697,26.609199253068464
9.797979797979798,28.88273083828213
9.8989898989899,27.148315151275437
10.0,28.158300745442297
